t,x,y,psi,u,v,r,u_d,psi_deg,psi_d_deg,xte_m,F_port_kgf,F_stbd_kgf,tau_u_N,tau_r_Nm,tau_u_cmd_N,tau_r_cmd_Nm,wp_idx
1.585999999999975074e+01,1.110849630773382302e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.585681404917250514e-01,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.808331593723367048e-01,5.808331593723367048e-01,1.139205500471745047e+01,0.000000000000000000e+00,1.139205500471745047e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.587999999999975032e+01,1.112366832183000298e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.586329091218297904e-01,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.809376528818770424e-01,5.809376528818770424e-01,1.139410446726811799e+01,0.000000000000000000e+00,1.139410446726811799e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.589999999999974989e+01,1.113884163020553153e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.586975689386508126e-01,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.810420004404427408e-01,5.810420004404427408e-01,1.139615106723853444e+01,0.000000000000000000e+00,1.139615106723853444e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.591999999999974946e+01,1.115401623068622072e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.587621201492431577e-01,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.811462022374597192e-01,5.811462022374597192e-01,1.139819480834396792e+01,0.000000000000000000e+00,1.139819480834396792e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.593999999999974904e+01,1.116919212110201975e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.588265629601893547e-01,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.812502584621745960e-01,5.812502584621745960e-01,1.140023569429616757e+01,0.000000000000000000e+00,1.140023569429616757e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.595999999999974861e+01,1.118436929928700430e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.588908975776005317e-01,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.813541693036536895e-01,5.813541693036536895e-01,1.140227372880335110e+01,0.000000000000000000e+00,1.140227372880335110e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.597999999999974818e+01,1.119954776307936584e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.589551242071177484e-01,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.814579349507845718e-01,5.814579349507845718e-01,1.140430891557022264e+01,0.000000000000000000e+00,1.140430891557022264e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.599999999999974776e+01,1.121472751032140458e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.590192430539134394e-01,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.815615555922739599e-01,5.815615555922739599e-01,1.140634125829794598e+01,0.000000000000000000e+00,1.140634125829794598e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.601999999999974733e+01,1.122990853885952234e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.590832543226926354e-01,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.816650314166489366e-01,5.816650314166489366e-01,1.140837076068415890e+01,0.000000000000000000e+00,1.140837076068415890e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.603999999999974690e+01,1.124509084654420654e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.591471582176942956e-01,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.817683626122560625e-01,5.817683626122560625e-01,1.141039742642296062e+01,0.000000000000000000e+00,1.141039742642296062e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.605999999999974648e+01,1.126027443123002669e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.592109549426927506e-01,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.818715493672614869e-01,5.818715493672614869e-01,1.141242125920490835e+01,0.000000000000000000e+00,1.141242125920490835e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.607999999999974605e+01,1.127545929077562192e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.592746447009988131e-01,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.819745918696505038e-01,5.819745918696505038e-01,1.141444226271701545e+01,0.000000000000000000e+00,1.141444226271701545e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.609999999999974563e+01,1.129064542304369390e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.593382276954612209e-01,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.820774903072278850e-01,5.820774903072278850e-01,1.141646044064275145e+01,0.000000000000000000e+00,1.141646044064275145e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.611999999999974520e+01,1.130583282590099792e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.594017041284677472e-01,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.821802448676175468e-01,5.821802448676175468e-01,1.141847579666204204e+01,0.000000000000000000e+00,1.141847579666204204e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.613999999999974477e+01,1.132102149721833051e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.594650742019467549e-01,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.822828557382619952e-01,5.822828557382619952e-01,1.142048833445125311e+01,0.000000000000000000e+00,1.142048833445125311e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.615999999999974435e+01,1.133621143487052230e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.595283381173684178e-01,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.823853231064224367e-01,5.823853231064224367e-01,1.142249805768319426e+01,0.000000000000000000e+00,1.142249805768319426e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.617999999999974392e+01,1.135140263673642913e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.595914960757457202e-01,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.824876471591790006e-01,5.824876471591790006e-01,1.142450497002712417e+01,0.000000000000000000e+00,1.142450497002712417e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.619999999999974349e+01,1.136659510069892143e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.596545482776361213e-01,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.825898280834302945e-01,5.825898280834302945e-01,1.142650907514874170e+01,0.000000000000000000e+00,1.142650907514874170e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.621999999999974307e+01,1.138178882464487884e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.597174949231426666e-01,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.826918660658925164e-01,5.826918660658925164e-01,1.142851037671016989e+01,0.000000000000000000e+00,1.142851037671016989e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.623999999999974264e+01,1.139698380646517784e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.597803362119153192e-01,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.827937612931007871e-01,5.827937612931007871e-01,1.143050887836997198e+01,0.000000000000000000e+00,1.143050887836997198e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.625999999999974222e+01,1.141218004405468101e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.598430723431520706e-01,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.828955139514074846e-01,5.828955139514074846e-01,1.143250458378313894e+01,0.000000000000000000e+00,1.143250458378313894e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.627999999999974179e+01,1.142737753531223177e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.599057035156002726e-01,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.829971242269836873e-01,5.829971242269836873e-01,1.143449749660109838e+01,0.000000000000000000e+00,1.143449749660109838e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.629999999999974136e+01,1.144257627814064548e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.599682299275579700e-01,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.830985923058177312e-01,5.830985923058177312e-01,1.143648762047169321e+01,0.000000000000000000e+00,1.143648762047169321e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.631999999999974094e+01,1.145777627044669700e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.600306517768752324e-01,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.831999183737154313e-01,5.831999183737154313e-01,1.143847495903919231e+01,0.000000000000000000e+00,1.143847495903919231e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.633999999999974051e+01,1.147297751014111533e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.600929692609551536e-01,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.833011026163001933e-01,5.833011026163001933e-01,1.144045951594427990e+01,0.000000000000000000e+00,1.144045951594427990e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.635999999999974008e+01,1.148817999513857124e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.601551825767552950e-01,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.834021452190129020e-01,5.834021452190129020e-01,1.144244129482406436e+01,0.000000000000000000e+00,1.144244129482406436e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.637999999999973966e+01,1.150338372335767012e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.602172919207889068e-01,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.835030463671109224e-01,5.835030463671109224e-01,1.144442029931205518e+01,0.000000000000000000e+00,1.144442029931205518e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.639999999999973923e+01,1.151858869272094488e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.602792974891259270e-01,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.836038062456697650e-01,5.836038062456697650e-01,1.144639653303819493e+01,0.000000000000000000e+00,1.144639653303819493e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.641999999999973880e+01,1.153379490115484529e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.603411994773946470e-01,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.837044250395809764e-01,5.837044250395809764e-01,1.144836999962881308e+01,0.000000000000000000e+00,1.144836999962881308e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.643999999999973838e+01,1.154900234658972735e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.604029980807825995e-01,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.838049029335534712e-01,5.838049029335534712e-01,1.145034070270666327e+01,0.000000000000000000e+00,1.145034070270666327e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.645999999999973795e+01,1.156421102695984970e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.604646934940377800e-01,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.839052401121125335e-01,5.839052401121125335e-01,1.145230864589089670e+01,0.000000000000000000e+00,1.145230864589089670e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.647999999999973753e+01,1.157942094020335766e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.605262859114702012e-01,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.840054367596000384e-01,5.840054367596000384e-01,1.145427383279706213e+01,0.000000000000000000e+00,1.145427383279706213e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.649999999999973710e+01,1.159463208426228142e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.605877755269527807e-01,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.841054930601740081e-01,5.841054930601740081e-01,1.145623626703711118e+01,0.000000000000000000e+00,1.145623626703711118e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.651999999999973667e+01,1.160984445708252188e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.606491625339225626e-01,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.842054091978097219e-01,5.842054091978097219e-01,1.145819595221940013e+01,0.000000000000000000e+00,1.145819595221940013e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.653999999999973625e+01,1.162505805661384706e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.607104471253820499e-01,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.843051853562979403e-01,5.843051853562979403e-01,1.146015289194867748e+01,0.000000000000000000e+00,1.146015289194867748e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.655999999999973582e+01,1.164027288080987788e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.607716294939005364e-01,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.844048217192454597e-01,5.844048217192454597e-01,1.146210708982607684e+01,0.000000000000000000e+00,1.146210708982607684e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.657999999999973539e+01,1.165548892762808464e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.608327098316149950e-01,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.845043184700755567e-01,5.845043184700755567e-01,1.146405854944913294e+01,0.000000000000000000e+00,1.146405854944913294e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.659999999999973497e+01,1.167070619502977280e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.608936883302315213e-01,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.846036757920269888e-01,5.846036757920269888e-01,1.146600727441176204e+01,0.000000000000000000e+00,1.146600727441176204e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.661999999999973454e+01,1.168592468098008297e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.609545651810263323e-01,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.847028938681544386e-01,5.847028938681544386e-01,1.146795326830427264e+01,0.000000000000000000e+00,1.146795326830427264e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.663999999999973411e+01,1.170114438344797136e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.610153405748470989e-01,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.848019728813282914e-01,5.848019728813282914e-01,1.146989653471335480e+01,0.000000000000000000e+00,1.146989653471335480e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.665999999999973369e+01,1.171636530040621160e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.610760147021141675e-01,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.849009130142345247e-01,5.849009130142345247e-01,1.147183707722208545e+01,0.000000000000000000e+00,1.147183707722208545e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.667999999999973326e+01,1.173158742983137692e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.611365877528214474e-01,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.849997144493747081e-01,5.849997144493747081e-01,1.147377489940991957e+01,0.000000000000000000e+00,1.147377489940991957e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.669999999999973284e+01,1.174681076970384019e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.611970599165380769e-01,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.850983773690651146e-01,5.850983773690651146e-01,1.147571000485268478e+01,0.000000000000000000e+00,1.147571000485268478e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.671999999999973241e+01,1.176203531800775970e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.612574313824090888e-01,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.851969019554384976e-01,5.851969019554384976e-01,1.147764239712260093e+01,0.000000000000000000e+00,1.147764239712260093e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.673999999999973198e+01,1.177726107273107203e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.613177023391569653e-01,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.852952883904415371e-01,5.852952883904415371e-01,1.147957207978824634e+01,0.000000000000000000e+00,1.147957207978824634e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.675999999999973156e+01,1.179248803186548322e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.613778729750825258e-01,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.853935368558369490e-01,5.853935368558369490e-01,1.148149905641458624e+01,0.000000000000000000e+00,1.148149905641458624e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.677999999999973113e+01,1.180771619340646339e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.614379434780661482e-01,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.854916475332022641e-01,5.854916475332022641e-01,1.148342333056295494e+01,0.000000000000000000e+00,1.148342333056295494e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.679999999999973070e+01,1.182294555535323610e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.614979140355692122e-01,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.855896206039294949e-01,5.855896206039294949e-01,1.148534490579104883e+01,0.000000000000000000e+00,1.148534490579104883e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.681999999999973028e+01,1.183817611570876593e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.615577848346348766e-01,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.856874562492258018e-01,5.856874562492258018e-01,1.148726378565293871e+01,0.000000000000000000e+00,1.148726378565293871e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.683999999999972985e+01,1.185340787247976024e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.616175560618893003e-01,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.857851546501131601e-01,5.857851546501131601e-01,1.148917997369906274e+01,0.000000000000000000e+00,1.148917997369906274e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.685999999999972943e+01,1.186864082367664963e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.616772279035430859e-01,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.858827159874276935e-01,5.858827159874276935e-01,1.149109347347621579e+01,0.000000000000000000e+00,1.149109347347621579e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.687999999999972900e+01,1.188387496731358617e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.617368005453919455e-01,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.859801404418212289e-01,5.859801404418212289e-01,1.149300428852757250e+01,0.000000000000000000e+00,1.149300428852757250e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.689999999999972857e+01,1.189911030140843451e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.617962741728181442e-01,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.860774281937590757e-01,5.860774281937590757e-01,1.149491242239265354e+01,0.000000000000000000e+00,1.149491242239265354e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.691999999999972815e+01,1.191434682398276301e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.618556489707917212e-01,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.861745794235212470e-01,5.861745794235212470e-01,1.149681787860734872e+01,0.000000000000000000e+00,1.149681787860734872e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.693999999999972772e+01,1.192958453306183486e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.619149251238713783e-01,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.862715943112021266e-01,5.862715943112021266e-01,1.149872066070389920e+01,0.000000000000000000e+00,1.149872066070389920e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.695999999999972729e+01,1.194482342667460095e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.619741028162057006e-01,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.863684730367103581e-01,5.863684730367103581e-01,1.150062077221090995e+01,0.000000000000000000e+00,1.150062077221090995e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.697999999999972687e+01,1.196006350285368924e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.620331822315341563e-01,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.864652157797690668e-01,5.864652157797690668e-01,1.150251821665334440e+01,0.000000000000000000e+00,1.150251821665334440e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.699999999999972644e+01,1.197530475963539942e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.620921635531886507e-01,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.865618227199150825e-01,5.865618227199150825e-01,1.150441299755251023e+01,0.000000000000000000e+00,1.150441299755251023e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.701999999999972601e+01,1.199054719505969402e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.621510469640939700e-01,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.866582940364998278e-01,5.866582940364998278e-01,1.150630511842608072e+01,0.000000000000000000e+00,1.150630511842608072e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.703999999999972559e+01,1.200579080717018954e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.622098326467694474e-01,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.867546299086880968e-01,5.867546299086880968e-01,1.150819458278807161e+01,0.000000000000000000e+00,1.150819458278807161e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.705999999999972516e+01,1.202103559401414934e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.622685207833299614e-01,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.868508305154588323e-01,5.868508305154588323e-01,1.151008139414884823e+01,0.000000000000000000e+00,1.151008139414884823e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.707999999999972474e+01,1.203628155364247476e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.623271115554867139e-01,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.869468960356053477e-01,5.869468960356053477e-01,1.151196555601513793e+01,0.000000000000000000e+00,1.151196555601513793e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.709999999999972431e+01,1.205152868410969802e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.623856051445487836e-01,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.870428266477339951e-01,5.870428266477339951e-01,1.151384707188999990e+01,0.000000000000000000e+00,1.151384707188999990e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.711999999999972388e+01,1.206677698347397154e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.624440017314237927e-01,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.871386225302652750e-01,5.871386225302652750e-01,1.151572594527285176e+01,0.000000000000000000e+00,1.151572594527285176e+01,0.000000000000000000e+00,0.000000000000000000e+00
