t,x,y,psi,u,v,r,tau_u_N,tau_r_Nm,F_port_kgf,F_stbd_kgf
6.400000000000000355e+00,6.771011245966566783e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.129558683651582740e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.569620599999999655e+01,0.000000000000000000e+00,1.820000000000000062e+00,1.820000000000000062e+00
6.419999999999999929e+00,6.793602419639598544e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.129558683651584516e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.569620599999999655e+01,0.000000000000000000e+00,1.820000000000000062e+00,1.820000000000000062e+00
6.440000000000000391e+00,6.816193593312630306e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.129558683651586293e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.569620599999999655e+01,0.000000000000000000e+00,1.820000000000000062e+00,1.820000000000000062e+00
6.459999999999999964e+00,6.838784766985662067e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.129558683651587847e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.569620599999999655e+01,0.000000000000000000e+00,1.820000000000000062e+00,1.820000000000000062e+00
6.480000000000000426e+00,6.861375940658693828e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.129558683651589179e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.569620599999999655e+01,0.000000000000000000e+00,1.820000000000000062e+00,1.820000000000000062e+00
6.500000000000000000e+00,6.883967114331725590e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.129558683651590290e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.569620599999999655e+01,0.000000000000000000e+00,1.820000000000000062e+00,1.820000000000000062e+00
6.520000000000000462e+00,6.906558288004757351e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.129558683651591400e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.569620599999999655e+01,0.000000000000000000e+00,1.820000000000000062e+00,1.820000000000000062e+00
6.540000000000000036e+00,6.929149461677789112e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.129558683651592510e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.569620599999999655e+01,0.000000000000000000e+00,1.820000000000000062e+00,1.820000000000000062e+00
6.560000000000000497e+00,6.951740635350820874e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.129558683651593398e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.569620599999999655e+01,0.000000000000000000e+00,1.820000000000000062e+00,1.820000000000000062e+00
6.580000000000000071e+00,6.974331809023852635e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.129558683651594286e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.569620599999999655e+01,0.000000000000000000e+00,1.820000000000000062e+00,1.820000000000000062e+00
6.600000000000000533e+00,6.996922982696884397e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.129558683651594952e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.569620599999999655e+01,0.000000000000000000e+00,1.820000000000000062e+00,1.820000000000000062e+00
6.620000000000000107e+00,7.019514156369916158e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.129558683651595619e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.569620599999999655e+01,0.000000000000000000e+00,1.820000000000000062e+00,1.820000000000000062e+00
6.640000000000000568e+00,7.042105330042947919e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.129558683651596285e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.569620599999999655e+01,0.000000000000000000e+00,1.820000000000000062e+00,1.820000000000000062e+00
6.660000000000000142e+00,7.064696503715979681e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.129558683651596729e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.569620599999999655e+01,0.000000000000000000e+00,1.820000000000000062e+00,1.820000000000000062e+00
6.679999999999999716e+00,7.087287677389011442e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.129558683651597173e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.569620599999999655e+01,0.000000000000000000e+00,1.820000000000000062e+00,1.820000000000000062e+00
6.700000000000000178e+00,7.109878851062043204e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.129558683651597617e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.569620599999999655e+01,0.000000000000000000e+00,1.820000000000000062e+00,1.820000000000000062e+00
6.719999999999999751e+00,7.132470024735074965e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.129558683651598061e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.569620599999999655e+01,0.000000000000000000e+00,1.820000000000000062e+00,1.820000000000000062e+00
6.740000000000000213e+00,7.155061198408106726e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.129558683651598283e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.569620599999999655e+01,0.000000000000000000e+00,1.820000000000000062e+00,1.820000000000000062e+00
6.759999999999999787e+00,7.177652372081138488e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.129558683651598505e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.569620599999999655e+01,0.000000000000000000e+00,1.820000000000000062e+00,1.820000000000000062e+00
6.780000000000000249e+00,7.200243545754170249e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.129558683651598727e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.569620599999999655e+01,0.000000000000000000e+00,1.820000000000000062e+00,1.820000000000000062e+00
6.799999999999999822e+00,7.222834719427202010e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.129558683651598949e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.569620599999999655e+01,0.000000000000000000e+00,1.820000000000000062e+00,1.820000000000000062e+00
6.820000000000000284e+00,7.245425893100233772e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.129558683651599171e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.569620599999999655e+01,0.000000000000000000e+00,1.820000000000000062e+00,1.820000000000000062e+00
6.839999999999999858e+00,7.268017066773265533e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.129558683651599393e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.569620599999999655e+01,0.000000000000000000e+00,1.820000000000000062e+00,1.820000000000000062e+00
6.860000000000000320e+00,7.290608240446297295e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.129558683651599615e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.569620599999999655e+01,0.000000000000000000e+00,1.820000000000000062e+00,1.820000000000000062e+00
6.879999999999999893e+00,7.313199414119329056e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.129558683651599837e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.569620599999999655e+01,0.000000000000000000e+00,1.820000000000000062e+00,1.820000000000000062e+00
6.900000000000000355e+00,7.335790587792360817e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.129558683651600060e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.569620599999999655e+01,0.000000000000000000e+00,1.820000000000000062e+00,1.820000000000000062e+00
6.919999999999999929e+00,7.358381761465392579e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.129558683651600282e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.569620599999999655e+01,0.000000000000000000e+00,1.820000000000000062e+00,1.820000000000000062e+00
6.940000000000000391e+00,7.380972935138424340e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.129558683651600504e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.569620599999999655e+01,0.000000000000000000e+00,1.820000000000000062e+00,1.820000000000000062e+00
6.959999999999999964e+00,7.403564108811456101e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.129558683651600504e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.569620599999999655e+01,0.000000000000000000e+00,1.820000000000000062e+00,1.820000000000000062e+00
6.980000000000000426e+00,7.426155282484487863e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.129558683651600504e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.569620599999999655e+01,0.000000000000000000e+00,1.820000000000000062e+00,1.820000000000000062e+00
7.000000000000000000e+00,7.448746456157519624e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.129558683651600504e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.569620599999999655e+01,0.000000000000000000e+00,1.820000000000000062e+00,1.820000000000000062e+00
7.020000000000000462e+00,7.471337629830551386e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.129558683651600504e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.569620599999999655e+01,0.000000000000000000e+00,1.820000000000000062e+00,1.820000000000000062e+00
7.040000000000000036e+00,7.493928803503583147e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.129558683651600504e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.569620599999999655e+01,0.000000000000000000e+00,1.820000000000000062e+00,1.820000000000000062e+00
7.060000000000000497e+00,7.516519977176614908e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.129558683651600504e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.569620599999999655e+01,0.000000000000000000e+00,1.820000000000000062e+00,1.820000000000000062e+00
7.080000000000000071e+00,7.539111150849646670e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.129558683651600504e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.569620599999999655e+01,0.000000000000000000e+00,1.820000000000000062e+00,1.820000000000000062e+00
7.100000000000000533e+00,7.561702324522678431e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.129558683651600504e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.569620599999999655e+01,0.000000000000000000e+00,1.820000000000000062e+00,1.820000000000000062e+00
7.120000000000000107e+00,7.584293498195710193e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.129558683651600504e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.569620599999999655e+01,0.000000000000000000e+00,1.820000000000000062e+00,1.820000000000000062e+00
7.140000000000000568e+00,7.606884671868741954e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.129558683651600504e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.569620599999999655e+01,0.000000000000000000e+00,1.820000000000000062e+00,1.820000000000000062e+00
7.160000000000000142e+00,7.629475845541773715e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.129558683651600504e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.569620599999999655e+01,0.000000000000000000e+00,1.820000000000000062e+00,1.820000000000000062e+00
7.179999999999999716e+00,7.652067019214805477e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.129558683651600504e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.569620599999999655e+01,0.000000000000000000e+00,1.820000000000000062e+00,1.820000000000000062e+00
7.200000000000000178e+00,7.674658192887837238e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.129558683651600504e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.569620599999999655e+01,0.000000000000000000e+00,1.820000000000000062e+00,1.820000000000000062e+00
7.219999999999999751e+00,7.697249366560868999e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.129558683651600504e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.569620599999999655e+01,0.000000000000000000e+00,1.820000000000000062e+00,1.820000000000000062e+00
7.240000000000000213e+00,7.719840540233900761e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.129558683651600504e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.569620599999999655e+01,0.000000000000000000e+00,1.820000000000000062e+00,1.820000000000000062e+00
7.259999999999999787e+00,7.742431713906932522e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.129558683651600504e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.569620599999999655e+01,0.000000000000000000e+00,1.820000000000000062e+00,1.820000000000000062e+00
7.280000000000000249e+00,7.765022887579964284e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.129558683651600504e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.569620599999999655e+01,0.000000000000000000e+00,1.820000000000000062e+00,1.820000000000000062e+00
7.299999999999999822e+00,7.787614061252996045e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.129558683651600504e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.569620599999999655e+01,0.000000000000000000e+00,1.820000000000000062e+00,1.820000000000000062e+00
7.320000000000000284e+00,7.810205234926027806e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.129558683651600504e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.569620599999999655e+01,0.000000000000000000e+00,1.820000000000000062e+00,1.820000000000000062e+00
7.339999999999999858e+00,7.832796408599059568e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.129558683651600504e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.569620599999999655e+01,0.000000000000000000e+00,1.820000000000000062e+00,1.820000000000000062e+00
7.360000000000000320e+00,7.855387582272091329e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.129558683651600504e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.569620599999999655e+01,0.000000000000000000e+00,1.820000000000000062e+00,1.820000000000000062e+00
7.379999999999999893e+00,7.877978755945123090e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.129558683651600504e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.569620599999999655e+01,0.000000000000000000e+00,1.820000000000000062e+00,1.820000000000000062e+00
7.400000000000000355e+00,7.900569929618154852e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.129558683651600504e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.569620599999999655e+01,0.000000000000000000e+00,1.820000000000000062e+00,1.820000000000000062e+00
7.419999999999999929e+00,7.923161103291186613e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.129558683651600504e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.569620599999999655e+01,0.000000000000000000e+00,1.820000000000000062e+00,1.820000000000000062e+00
7.440000000000000391e+00,7.945752276964218375e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.129558683651600504e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.569620599999999655e+01,0.000000000000000000e+00,1.820000000000000062e+00,1.820000000000000062e+00
7.459999999999999964e+00,7.968343450637250136e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.129558683651600504e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.569620599999999655e+01,0.000000000000000000e+00,1.820000000000000062e+00,1.820000000000000062e+00
7.480000000000000426e+00,7.990934624310281897e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.129558683651600504e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.569620599999999655e+01,0.000000000000000000e+00,1.820000000000000062e+00,1.820000000000000062e+00
7.500000000000000000e+00,8.013525797983314547e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.129558683651600504e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.569620599999999655e+01,0.000000000000000000e+00,1.820000000000000062e+00,1.820000000000000062e+00
7.520000000000000462e+00,8.036116971656346308e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.129558683651600504e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.569620599999999655e+01,0.000000000000000000e+00,1.820000000000000062e+00,1.820000000000000062e+00
7.540000000000000036e+00,8.058708145329378070e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.129558683651600504e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.569620599999999655e+01,0.000000000000000000e+00,1.820000000000000062e+00,1.820000000000000062e+00
7.560000000000000497e+00,8.081299319002409831e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.129558683651600504e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.569620599999999655e+01,0.000000000000000000e+00,1.820000000000000062e+00,1.820000000000000062e+00
7.580000000000000071e+00,8.103890492675441592e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.129558683651600504e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.569620599999999655e+01,0.000000000000000000e+00,1.820000000000000062e+00,1.820000000000000062e+00
7.600000000000000533e+00,8.126481666348473354e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.129558683651600504e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.569620599999999655e+01,0.000000000000000000e+00,1.820000000000000062e+00,1.820000000000000062e+00
7.620000000000000107e+00,8.149072840021505115e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.129558683651600504e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.569620599999999655e+01,0.000000000000000000e+00,1.820000000000000062e+00,1.820000000000000062e+00
7.640000000000000568e+00,8.171664013694536877e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.129558683651600504e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.569620599999999655e+01,0.000000000000000000e+00,1.820000000000000062e+00,1.820000000000000062e+00
7.660000000000000142e+00,8.194255187367568638e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.129558683651600504e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.569620599999999655e+01,0.000000000000000000e+00,1.820000000000000062e+00,1.820000000000000062e+00
7.679999999999999716e+00,8.216846361040600399e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.129558683651600504e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.569620599999999655e+01,0.000000000000000000e+00,1.820000000000000062e+00,1.820000000000000062e+00
7.700000000000000178e+00,8.239437534713632161e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.129558683651600504e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.569620599999999655e+01,0.000000000000000000e+00,1.820000000000000062e+00,1.820000000000000062e+00
7.719999999999999751e+00,8.262028708386663922e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.129558683651600504e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.569620599999999655e+01,0.000000000000000000e+00,1.820000000000000062e+00,1.820000000000000062e+00
7.740000000000000213e+00,8.284619882059695684e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.129558683651600504e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.569620599999999655e+01,0.000000000000000000e+00,1.820000000000000062e+00,1.820000000000000062e+00
7.759999999999999787e+00,8.307211055732727445e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.129558683651600504e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.569620599999999655e+01,0.000000000000000000e+00,1.820000000000000062e+00,1.820000000000000062e+00
7.780000000000000249e+00,8.329802229405759206e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.129558683651600504e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.569620599999999655e+01,0.000000000000000000e+00,1.820000000000000062e+00,1.820000000000000062e+00
7.799999999999999822e+00,8.352393403078790968e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.129558683651600504e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.569620599999999655e+01,0.000000000000000000e+00,1.820000000000000062e+00,1.820000000000000062e+00
7.820000000000000284e+00,8.374984576751822729e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.129558683651600504e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.569620599999999655e+01,0.000000000000000000e+00,1.820000000000000062e+00,1.820000000000000062e+00
7.839999999999999858e+00,8.397575750424854490e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.129558683651600504e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.569620599999999655e+01,0.000000000000000000e+00,1.820000000000000062e+00,1.820000000000000062e+00
7.860000000000000320e+00,8.420166924097886252e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.129558683651600504e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.569620599999999655e+01,0.000000000000000000e+00,1.820000000000000062e+00,1.820000000000000062e+00
7.879999999999999893e+00,8.442758097770918013e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.129558683651600504e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.569620599999999655e+01,0.000000000000000000e+00,1.820000000000000062e+00,1.820000000000000062e+00
7.900000000000000355e+00,8.465349271443949775e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.129558683651600504e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.569620599999999655e+01,0.000000000000000000e+00,1.820000000000000062e+00,1.820000000000000062e+00
7.919999999999999929e+00,8.487940445116981536e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.129558683651600504e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.569620599999999655e+01,0.000000000000000000e+00,1.820000000000000062e+00,1.820000000000000062e+00
7.940000000000000391e+00,8.510531618790013297e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.129558683651600504e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.569620599999999655e+01,0.000000000000000000e+00,1.820000000000000062e+00,1.820000000000000062e+00
7.959999999999999964e+00,8.533122792463045059e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.129558683651600504e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.569620599999999655e+01,0.000000000000000000e+00,1.820000000000000062e+00,1.820000000000000062e+00
7.980000000000000426e+00,8.555713966136076820e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.129558683651600504e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.569620599999999655e+01,0.000000000000000000e+00,1.820000000000000062e+00,1.820000000000000062e+00
8.000000000000000000e+00,8.578305139809108582e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.129558683651600504e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.569620599999999655e+01,0.000000000000000000e+00,1.820000000000000062e+00,1.820000000000000062e+00
8.019999999999999574e+00,8.600896313482140343e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.129558683651600504e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.569620599999999655e+01,0.000000000000000000e+00,1.820000000000000062e+00,1.820000000000000062e+00
8.040000000000000924e+00,8.623487487155172104e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.129558683651600504e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.569620599999999655e+01,0.000000000000000000e+00,1.820000000000000062e+00,1.820000000000000062e+00
8.060000000000000497e+00,8.646078660828203866e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.129558683651600504e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.569620599999999655e+01,0.000000000000000000e+00,1.820000000000000062e+00,1.820000000000000062e+00
8.080000000000000071e+00,8.668669834501235627e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.129558683651600504e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.569620599999999655e+01,0.000000000000000000e+00,1.820000000000000062e+00,1.820000000000000062e+00
8.099999999999999645e+00,8.691261008174267388e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.129558683651600504e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.569620599999999655e+01,0.000000000000000000e+00,1.820000000000000062e+00,1.820000000000000062e+00
8.120000000000000995e+00,8.713852181847299150e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.129558683651600504e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.569620599999999655e+01,0.000000000000000000e+00,1.820000000000000062e+00,1.820000000000000062e+00
8.140000000000000568e+00,8.736443355520330911e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.129558683651600504e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.569620599999999655e+01,0.000000000000000000e+00,1.820000000000000062e+00,1.820000000000000062e+00
8.160000000000000142e+00,8.759034529193362673e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.129558683651600504e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.569620599999999655e+01,0.000000000000000000e+00,1.820000000000000062e+00,1.820000000000000062e+00
8.179999999999999716e+00,8.781625702866394434e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.129558683651600504e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.569620599999999655e+01,0.000000000000000000e+00,1.820000000000000062e+00,1.820000000000000062e+00
8.199999999999999289e+00,8.804216876539426195e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.129558683651600504e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.569620599999999655e+01,0.000000000000000000e+00,1.820000000000000062e+00,1.820000000000000062e+00
8.220000000000000639e+00,8.826808050212457957e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.129558683651600504e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.569620599999999655e+01,0.000000000000000000e+00,1.820000000000000062e+00,1.820000000000000062e+00
8.240000000000000213e+00,8.849399223885489718e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.129558683651600504e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.569620599999999655e+01,0.000000000000000000e+00,1.820000000000000062e+00,1.820000000000000062e+00
8.259999999999999787e+00,8.871990397558521479e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.129558683651600504e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.569620599999999655e+01,0.000000000000000000e+00,1.820000000000000062e+00,1.820000000000000062e+00
8.279999999999999361e+00,8.894581571231553241e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.129558683651600504e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.569620599999999655e+01,0.000000000000000000e+00,1.820000000000000062e+00,1.820000000000000062e+00
8.300000000000000711e+00,8.917172744904585002e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.129558683651600504e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.569620599999999655e+01,0.000000000000000000e+00,1.820000000000000062e+00,1.820000000000000062e+00
8.320000000000000284e+00,8.939763918577616764e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.129558683651600504e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.569620599999999655e+01,0.000000000000000000e+00,1.820000000000000062e+00,1.820000000000000062e+00
8.339999999999999858e+00,8.962355092250648525e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.129558683651600504e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.569620599999999655e+01,0.000000000000000000e+00,1.820000000000000062e+00,1.820000000000000062e+00
8.359999999999999432e+00,8.984946265923680286e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.129558683651600504e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.569620599999999655e+01,0.000000000000000000e+00,1.820000000000000062e+00,1.820000000000000062e+00
8.380000000000000782e+00,9.007537439596712048e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.129558683651600504e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.569620599999999655e+01,0.000000000000000000e+00,1.820000000000000062e+00,1.820000000000000062e+00
8.400000000000000355e+00,9.030128613269743809e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.129558683651600504e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.569620599999999655e+01,0.000000000000000000e+00,1.820000000000000062e+00,1.820000000000000062e+00
8.419999999999999929e+00,9.052719786942775571e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.129558683651600504e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.569620599999999655e+01,0.000000000000000000e+00,1.820000000000000062e+00,1.820000000000000062e+00
8.439999999999999503e+00,9.075310960615807332e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.129558683651600504e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.569620599999999655e+01,0.000000000000000000e+00,1.820000000000000062e+00,1.820000000000000062e+00
8.460000000000000853e+00,9.097902134288839093e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.129558683651600504e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.569620599999999655e+01,0.000000000000000000e+00,1.820000000000000062e+00,1.820000000000000062e+00
8.480000000000000426e+00,9.120493307961870855e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.129558683651600504e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.569620599999999655e+01,0.000000000000000000e+00,1.820000000000000062e+00,1.820000000000000062e+00
